number,short_description,close_notes,description
INC0600856,Miworkspace Software Request: MovieMaker,Windows Essentials 2012 (includes Moviemaker) installed successfully.,"Requester Name: Lew Porchiazzo
Date Needed: ASAP
Department Name:  ATH
Computer Name: M-5CG5270FB4
Location of Machine: CANHAM DONALD B NATATORIUM
Full Name of Software (including company name if known): MovieMaker 
Software Version: Download from web

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0605083,Miworkspace Software Request (Adobe Reader),I have not heard from you so I am resolving this for now. Please let me know if you are still having issues so I can assist. Help-desk phone number is 734-764-4357,"Adobe Reader needed for 2 employees

Date Needed: As Soon As Possible
Computer Name: 
Full Name of Software (including company name if known): Adobe Reader
Software Version: Newest"
INC0605394,Miworkspace Software Request (Microsoft Office 2013),"Installed, see notes","Requester Name: George Benson
Date Needed: Today 12/4
Department Name:  Plant Operations
Unit: Office of the Plant Director
Computer Name: M-CNU3229JFX
Location of Machine: 2510 - CAMPUS SAFETY SERVICES BUILDING
Full Name of Software (including company name if known): Microsoft Office 2013
Software Version: (If any)

Would like removal of MO 2010 and add MO 2013. Software does not require approval. Generated a remote session. Removal of office 10 was successfully. However he needs to have Microsoft 2013 installed now. 

NIT,
Can you please install Microsoft Office 2013 for George

Availability: Until 3:30pm
Urgency: medium
Phone: 734-320-3843
Computer: M-CNU3229JFX
Location: 2510 - CAMPUS SAFETY SERVICES BUILDING"
INC0604952,Miworkspace Software Request (Adobe Reader),"Caller called back and i generated a remote session and installed adobe reader. Walked through the registration.mhealthy.org which is what the caller was trying to log into when she was receiving the adobe reader error. the website was still displaying ""All receipts are in .PDF format and require Adobe Reader.
Your browser must allow pop-ups to view receipts correctly."" everytime she tried to log in. I went to the website and received the same thing. I contacted 7-7888 which is the contact number on the website, the receptionist tried to get on the website and was receiving the same thing. She is going to contact the owner of website to resolve the issue. Caller will check back on the website this afternoon. ","Date Needed: 12/4/15
Computer Name: 
Full Name of Software (including company name if known): Adobe Reader
Software Version: Newest"
INC0594275,Miworkspace Software License Renewal Request (oXygen XML editor),"Shelly,

I've contacted Rachel Reid (the user that requested this software last year through INC0272055), and we've helped her update the license in the software wit hthe information you've provided me by email.

Thank you!

-Ryan Clegg","Requester Name: (If not same as caller)
Date Needed: 
Department Name:  (If not same as caller)
Unit:  ITS
Computer Name:
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known):
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0604589,Miworkspace Software Request (Adobe Light Room),I have pushed Adobe Photoshop Lightroom 5 to your machine through Izzy. You should be all set!,"Date Needed: ASAP
Department Name: Museum of Art
Computer Name: M-C02JQ25QDKQ1
Full Name of Software (including company name if known): Adobe Light Room
Software Version: Most Recent"
INC0603742,Miworkspace Software Request (Energy Modeling Software),Generated a remote session and was able to install the program and caller was able to successfully use the program,"Requester Name: James Karl
Date Needed: Today
Department Name:  Utilities
Unit:  tility/Plant - Engineering 
Computer Name: M-J34W3J1
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known): 
Software Version: (If any)

Software install does not need approval. Generated a remote session and was able to install the program and caller was able to successfully use the program"
INC0602497,Miworkspace Software Request (HP display assistant ),"Once rebooting computer, she was able to access the program and change the display on her computer successfully.","Requester Name: Laurel Schroeder
Date Needed: Today
Department Name:  VProv Digital Educational Init
Unit:  (If not same as caller)
Computer Name:
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known):
Software Version: (If any)"
INC0602636,Miworkspace Software Request (Trace (T700)),Trace T-700 and tutorials confirmed.,"Requester Name: James Karl
Date Needed: Today
Department Name:  Utilities
Unit:  tility/Plant - Engineering 
Computer Name:M-J34W3J1
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known): Trace T-700
Software Version: (If any)


Software install does not need approval. Generated a remote session and was able to install the program and caller was able to successfully use the program"
INC0594670,Miworkspace Software Request: Newest Version of EMS,"Matt, thanks for letting me know it's resolved.
 
Amy

~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~
Amy Beth Hamermesh, Desktop Support
ITS Shared Services MiWorkspace � Neighborhood IT
0170i Health Service  � and � 1071 Palmer Drive Commons
Phone: (734) 763-4176 � and � (734)936-2596   
amybeth@umich.edu       �       http://its.umich.edu/help/
~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~*~","Requester Name: Matt Binder
Date Needed: Unknown
Department Name:  Palmer Commons
Computer Name: M-2UA3191KRK
Location of Machine: Palmer Commons
Full Name of Software (including company name if known): Newest version of EMS 
Software Version: EMS Lite (8)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0600734,Miworkspace Software Request: ImageNow for Katie Schmitt,"""ImageNow has been deployed to Katie Scmitt's machine...and she has been notified.

","Requester Name: Katie Schmitt ""katielsc""
Date Needed: ASAP
Department Name:  CoE
Computer Name: MIWS0015184 / M-5CG5452P0C
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known):
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0600722,Miworkspace Software Request: ImageNow ,"Hello,

We have deployed ""ImageNow"" to your computer. It may take some time before it's ready to install, and it can't install when you're logged in.  If you leave your desk for lunch or at the end of the day, please logout of your computer and leave it sitting at the login screen, connected to a powersource.  The software will install while you're gone.  Please let us know if you have any trouble.","Requester Name: Angela Salatka 
Number: 734 647 0626
Date Needed: ASAP
Department Name:  SoE
Computer Name: MIWS0010030
Location of Machine: SoE
Full Name of Software (including company name if known): ImageNow
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0599583,Miworkspace Software Request Hip Chat,"After doing a remote session on your machine, we were able to download and install Hip Chat to your machine. To sign up, you just need to wait for the activation email to be confirmed. If you have any other issues or questions, don't hesitate to call back to 4HELP!

Have a wonderful holiday!",Needs Hip Chat on his machine
INC0597254,Needs helping installing EIS simulation from CTools site,Caller was able to do this on her own. ,
INC0598234,Miworkspace Software Request: Dreamweaver ,"We have deployed Adobe Dreamweaver CS6 to shared machine MIWS0012360 (M-2UA4461SSL). It may take some time before it's ready to install, and it can't install when someone is logged in.  If someone is logged in...please have them logout of the computer and leave it sitting at the login screen, connected to a powersource.  The software will install while no one is logged on.  Please let us know if you have any trouble.","Requester Name: N/A (Shared Use)
Date Needed: Unknown
Department Name:  UMSI
Computer Name: M-2UA4461SSL
Location of Machine: Located in the back room of the Engagement Center
Full Name of Software:Adobe Dreamweaver 
Software Version: CS6

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0569988,Miworkspace Software Request (Adobe InDesign CS6),"Adobe is now installed on your machine.
(Sorry, i did this a week or so ago and forgot to close the ticket)
Let me know if you have any issues. 
Thanks,
 -Jesse","Requester Name: (If not same as caller)
Date Needed: asap
Department Name:  (If not same as caller)
Unit:  (If not same as caller)
Computer Name: M-26VMJQ1
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known):
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)


NOTES
Recommend MiApps for short term software needs. 
Does user have software or requesting to download freeware from internet?: Before installing any freeware, do a thorough check to ensure it is not malware.
Comments: If known, include the location of media and the link to media.


Hello, 

I would like to have Adobe InDesign CS6 installed on my computer. I am located in 2245 Weill Hall

Thank You, 
Meresa  - Contact user by Email"
INC0596332,Miworkspace Software Request: PHPStorm,"PHPStorm installed successfully. 
(Plugins for Notepad++ 6.8.6 updated and Filezilla 3141 updated)","Requester Name: Eliot Scott
Date Needed: Unknown
Department Name:  ULIB
Computer Name: M-CNU3479GP1
Location of Machine: 309 Hatcher N
Full Name of Software (including company name if known): PHPStorm
Software Version:  Trial Version (https://www.jetbrains.com/phpstorm/download/)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0543032,Miworkspace Software Request SPSS License Renewal,I have successfully installed and licensed SPSS 22 on Michelle's machine. It will be ready for use when she comes back to the office!,"Requester Name: (If not same as caller)
Date Needed: 
Department Name:  (If not same as caller)
Unit:  (If not same as caller)
Computer Name:
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known):
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)


NOTES
Recommend MiApps for short term software needs. 
Does user have software or requesting to download freeware from internet?: Before installing any freeware, do a thorough check to ensure it is not malware.
Comments: If known, include the location of media and the link to media.
"
INC0594722,Miworkspace Software Request: Adobe CS6 to MIWS0003051 ,The Unit Approver denied this request for Melanie. Others in the department currently have Adobe Acrobat Pro XI and she will just have them continue to convert any .pdf documents for her.,"Requester Name: Melanie Pizzulo
Date Needed: Unknown
Department Name:  Palmer Commons
Unit:  UUIS
Computer Name: M-CNU2389S1G
Location of Machine: Palmer Commons
Full Name of Software (including company name if known): Adobe CS6
Software Version: CS6

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0595255,Miworkspace Software Request EMS; Event Management Systems,"Andrea,

I'm glad that you are all set. Let us know if you need anything!

-Ryan Clegg","Date Needed: ASAP
Department Name: Housing
Unit: Housing
Computer Name: M-5CG5242S50
Full Name of Software (including company name if known): EMS; Event Management Systems
Software Version: Most Recent

ALSO:
Doesn't have access to Conference Programmer but needs it. 
Event Management Systems installed as well as access. 
VPN Client needed also
Evalyn Yanna is from the HITO and seems to have emailed with approval.
"
INC0588947,Miworkspace Software Request: Skype & Demand Tools ,Thank you for the confirmation.,"Requester Name: Tricia Schryer
Date Needed: Unknown
Department Name:  Ford
Computer Name: M-5CG5345DRW
Location of Machine: 2245 - WEILL JOAN & SANFORD HALL
Full Name of Software (including company name if known): Skype and Demand Tools
Software Version: Recent

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0594150,Miworkspace Software Request Adobe Light Room from ITAM,I have pushed Adobe Photoshop Lightroom 5 to your machine through Izzy. You should be all set!,"Date Needed: ASAP
Department Name: Museum of Art
Computer Name: M-C02JW10FDNCT
Full Name of Software (including company name if known): Adobe Light Room
Software Version: Most Recent
"
INC0594052,Miworkspace Software Update (Adobe),Was able to generate a remote session and update her Adobe successfully. ,"Requester Name: Vicki Carnes
Date Needed: Today
Department Name:  HEALTH SERVICE
Unit:  (If not same as caller)
Computer Name: M-CNU3269PJ2
Location of Machine: 1148 - HEALTH SERVICE
Full Name of Software (including company name if known): Adobe Acrobat update
Software Version: (If any) 11.0.13

Caller just needs an update on the Adobe. However, it was not allowing her to with out Admin credentials. Was able to generate a remote session and update her Adobe successfully. "
INC0593611,Miworkspace Software Request Audacity,"After getting the software approved, we were able to do a Bomgar session and install the software successfully. We tested and verified that we were able to record and save the audio as well. ","Date Needed: 11/18/2015 Afternoon
Department Name: OSCR
Unit: Office of Student Life
Computer Name: M-2UA50713LV
Location of Machine: 100 - SAB
Full Name of Software (including company name if known): Audacity
Software Version: Most Recent

Contact: Carrie Landrum - 734-936-6308  In at 8am. "
INC0592317,Miworkspace Software Request InDesign,We will be here if you require anything else.,"Requester Name: Brooke White
Date Needed: ASAP
Department Name:  Rackham
Unit:  UCLL
Computer Name: M-2UA5392DV4
Location of Machine: 120 Victor Vaughn
Full Name of Software (including company name if known): Adobe InDesign CS6
Software Version: CS6

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0592271,Miworkspace Software Request Adobe Acrobat Reader DC,Changed the default application to open PDFs to be acrobat pro which allows PDF Portfolios to be opened.,Cannot open PDF portfolio because acrobat is needed and preview cannot do so.
INC0590390,Miworkspace Software Request: Request to install Tableau 14-day Trial Version ,installed,"Requester Name: Jennifer Love
Date Needed: Unknown
Department Name:  ITS
Computer Name: M-5CG51021MH
Location of Machine: 1040-10 ASB
Full Name of Software (including company name if known):Tableau 14-day Trial Version 
Software Version: Unknown

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0588469,Miworkspace Software Request: Nvivo,Installed software as requested,"Requester Name: Jean Hardy
Date Needed: Unknown
Department Name: UMSI
Computer Name: M-2UA5321JK6
Full Name of Software (including company name if known): Nvivo
Software Version: Latest

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0587683,Miworkspace Software Request Adobe Acrobat,"Hi Jim

I installed Acrobat this morning on your office computer.  Let me know if you find it doesn't work.

Mike","Date Needed: As soon as possible, no rush
Department Name: Michigan Sea Grant
Unit: SNRE
Computer Name: M-2UA53910BZ
Location of Machine: LIBERTY CENTRE
Full Name of Software (including company name if known): Adobe Acrobat
Software Version: Latest
Phone: 734-763-4730 or 734-763-5834"
INC0583241,Miworkspace Software Request (Tableau),"Daniel received his Tableau license from ITS SWD and has been installed.  All set.
(No need to respond, in doing so will re-open ticket.)

     -=- Jimmy j. Zemina  (aka - Dr. Z)   \   NIT - South 1   \   tel: 734.647.3772","Requester Name: (If not same as caller)
Date Needed: 
Department Name:  (If not same as caller)
Unit:  (If not same as caller)
Computer Name:
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known):
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)


NOTES
Recommend MiApps for short term software needs. 
Does user have software or requesting to download freeware from internet?: Before installing any freeware, do a thorough check to ensure it is not malware.
Comments: If known, include the location of media and the link to media.




Good morning,

I've been approved for my own Tableau License to use Tableau on my desktop.
The charge for the license will be on ShortCode 197817.

Please let me know if there are any questions.

Thanks,

-- 

Daniel Zemaitis
University of Michigan
SSC Operations
DLZem@umich.edu | 734-763-6776 | http://ssc.umich.edu/

*If you need any further assistance, please contact the Shared Services
Center at (734)615-2000. For more information, please visit our website
at ssc.umich.edu <http://sharedservices.umich.edu/>. This message is only
for the designated recipient and may contain privileged, proprietary or
otherwise private information. If you have received it in error, please
notify the sender immediately and delete the original. any other use of
this email is prohibited. **In order to protect privacy, please do not
include personal or sensitive information in your emails, which can include
Social Security Number, medical conditions, medications, credit card
information, bank account numbers, etc. We will only ask for information
that is pertinent and necessary to your inquiry and will request the
information directly from you when needed.*"
INC0571380,Miworkspace Software Request : Adobe Acrobat Pro,Adobe Acrobat XI Pro is now installed on Leon's laptop.,"Requester Name: Leon III Howard
Date Needed: ASAP
Department Name:  MESA
Computer Name: M-CNU336BYQS
Location of Machine: 2202 Mich Union
Full Name of Software (including company name if known): Needs version of Acrobat Acrobat Pro (like he had before): the old version let him change the size of the text in  a PDF and the new version doesn't allow him to do that. (appears he can't edit). 
Software Version: Previous Version

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)


NOTES
Recommend MiApps for short term software needs. 
Does user have software or requesting to download freeware from internet?: Before installing any freeware, do a thorough check to ensure it is not malware.
Comments: If known, include the location of media and the link to media."
INC0516779,Install Software on P Drive Endnote and SPSS,"
","I would like to have software installed on the Pdrive in our clinic for the
Endnote Bibliography system and SPSS.

Please let us know the costs/license fees.

Thank you,

Fiona Miller "
INC0586655,Miworkspace Software Request: Visio,"If we can be of any further assistance, we will be here for you.","Requester Name: Cathleen Glowka
Date Needed: Unknown
Department Name: Housing
Computer Name: M-8CG4280HRS
Location of Machine: 1038- SAB
Full Name of Software (including company name if known): VISIO
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0586884,Miworkspace Software Request: ArcGIS License,The add license function is available without admin rights. She was able to add this package on her own.,"Requester Name: Brandi Gih
Date Needed: unknown
Department Name:  SNRE
Computer Name: 2UA23324D2
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known):ArcGIS License
Software Version: (If any) 

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)"
INC0587423,Miworkspace Software Request (GIT Gui),"""GIT GUI"" installed successfully.","Requester Name: Tom Burton-West
Date Needed: Today
Department Name:  HATCHER H NORTH GRADUATE LIBRARY
Computer Name: M-2UA2281BS6
Location of Machine: 400 - HATCHER H NORTH GRADUATE LIBRARY
Full Name of Software (including company name if known): GIT
Software Version: Native Windows Version needed

Availability: Please call before coming to office
Urgency: Low
Phone: 5-2572
Computer:M-2UA2281BS6
Location: 400 - HATCHER H NORTH GRADUATE LIBRARY"
INC0576520,Miworkspace Software Request (Visual Studio),"Thank you for the update Peng.

Have a great day!
-Jon","Requester Name: (If not same as caller)
Date Needed: 
Department Name:  (If not same as caller)
Unit:  (If not same as caller)
Computer Name:M-2UA4451MM7
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known):
Software Version: (If any)



NOTES
Recommend MiApps for short term software needs. 
Does user have software or requesting to download freeware from internet?: Before installing any freeware, do a thorough check to ensure it is not malware.
Comments: If known, include the location of media and the link to media.

Hi,

Do you have ""visual studio"" available? or any other softwares that can
compile C/C++ codes?

Thanks.

Peng"
INC0585234,Miworkspace Software Request RSA SecurID,"We were able to download and install the RSA SecurID program onto your machine. Copy and paste the token code into your browser when needed to use the 2-factor authentication.

If you have any other issues please contact us back at 4HELP. 

Have a wonderful weekend!",Needed RSA SecurID installed on his machine. 
INC0582256,Miworkspace Software Request Last Pass,Software installed OK after giving Admin rights,"Requester Name: Ana Austin
Date Needed: Unknown
Unit: Ross
Computer Name: M-C1MQJ545G944
Location of Machine: 3312 Ross School of Business
Full Name of Software: Last Pass
Software Version: Latest
Availability: 11:30 - 1
FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)


NOTES
Recommend MiApps for short term software needs. 
Does user have software or requesting to download freeware from internet?: Before installing any freeware, do a thorough check to ensure it is not malware.
Comments: If known, include the location of media and the link to media.
"
INC0584104,Miworkspace Software Request: Hobo,Hoboware downloaded successfully from http://www.onsetcomp.com/hoboware-free-download.,"Requester Name: Kevin Perkins
Date Needed: ASAP
Department Name: Plant
Computer Name: M-5CG5232V2B
Location of Machine: Roaming
Full Name of Software (including company name if known): Hobo
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)


NOTES
Recommend MiApps for short term software needs. 
Does user have software or requesting to download freeware from internet?: Before installing any freeware, do a thorough check to ensure it is not malware.
Comments: If known, include the location of media and the link to media."
INC0516761,Miworkspace Software Request Adobe Acrobat Pro,"Trena,

I'm very glad that we got you up and running with Adobe Acrobat DC! let us know if you run into any issues!

-Ryan Clegg","Requester Name: Trena Brannon
Date Needed: Unknown
Department Name:  ITS 
Unit:  Comm
Computer Name: M-5CG5113VDR
Location of Machine: AL 2...Room 1820
Full Name of Software (including company name if known): Adobe Acrobat Pro
Software Version: Latest

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)


NOTES
Recommend MiApps for short term software needs. 
Does user have software or requesting to download freeware from internet?: Before installing any freeware, do a thorough check to ensure it is not malware.
Comments: If known, include the location of media and the link to media."
INC0582907,Miworkspace Software Request (RetScreen Software),Installed RetScreen Software Expert on callers computer. Verified caller was able to access new program.,Caller would like RetScreen Software Expert installed on her computer. Checked Unit Approvers spreadsheet to verify that program was able to be installed. 
INC0581403,Plug-in That Takes Data in Excel and Puts it On the Clipboard in CSV Form,Thanks Janice!  Should be all set!,Janice is looking for a plugin that she used to use that would take data from excel and export it to the clipboard in CSV form.  The only lead she had was it may have been the SQL plugin.  She told me it was originally configured by NIT.  Can someone assist her with this?
INC0567061,Miworkspace Software Request (zoom),"
Glad to hear it is functioning correctly. Let us know if we can be of any further assistance.

-Jacob Maitland","Requester Name: (If not same as caller)
Date Needed: whenever possible
Department Name:  (If not same as caller)
Unit:  (If not same as caller)
Computer Name:M-MXL13125HJ
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known):
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)


NOTES
Recommend MiApps for short term software needs. 
Does user have software or requesting to download freeware from internet?: Before installing any freeware, do a thorough check to ensure it is not malware.
Comments: If known, include the location of media and the link to media.
"
INC0567149,Miworkspace Software Request: Snagit,"Went down to see Yvonne and she entered the license key and it has been registered.  All set.
(No need to respond, in doing so will re-open ticket.)

     -=- Jimmy j. Zemina  (aka - Dr. Z)   \   NIT - South 1   \   tel: 734.647.3772","Requester Name: Yvonne Sturt
Date Needed: Unknown
Department Name:  FIN
Computer Name: M-CNU31590F3
Location of Machine: 1014 WOTO
Full Name of Software (including company name if known): TechSmith - SnagIt
Software Version: (If any)

NOTES
Recommend MiApps for short term software needs."
INC0570087,Miworkspace Software Request Microsoft Visio,Installed and configured MS Visio on Dr. Winfield's desktop computer.,"Requester Name: Robert Winfield (rwinf)
Computer Name: M-BMB10R1 and a Mac Laptop (does not seem to have workspace image)
Location of Machine: (If not same as caller)
Full Name of Software (including company name if known): Microsoft Visio
Software Version: (If any)"
INC0576152,Miworkspace Software Request (Google Earth Pro),"Pushed software to the Managed Software Center so that you could install it. Thank you for allowing me to assist you with your request. Have a good day!

---Chuck","Anne wants Google Earth Pro on MacBook Pro laptop. She wants this ASAP so they can finish the draft of a presentation, which is to be delivered at a National Conference on Friday, 10/30. Anne also said they would like to be able to include images from Google Earth Pro and want to make certain they are following the law. Anne can be reached by email or at 53447. Anne's cell is 734-904-6773.

Requester Name: Anne Perorazio
Date Needed: ASAP
Department Name:  Taubman Health Sciences Library
Unit:  University Library
Computer Name: M-C02QF2W6FVH8
Location of Machine: TAUBMAN A ALFRED HEALTH SCIENCES LIBRARY
Full Name of Software (including company name if known): Google Earth Pro
Software Version: 7.1
"
INC0574472,Miworkspace Software Request: Keynote,"The software has been pushed to your computer. It can be downloaded and installed by going to the Updates tab in Managed Software Center. Let us know if we can be of any further assistance.

-Jacob Maitland","Requester Name: Christina Czuhajewski
Date Needed: Unknown
Department Name:  ULIB
Computer Name: M-C1MM81WYDV30
Full Name of Software (including company name if known): Keynote
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)


NOTES
Recommend MiApps for short term software needs. 
Does user have software or requesting to download freeware from internet?: Before installing any freeware, do a thorough check to ensure it is not malware.
Comments: If known, include the location of media and the link to media."
INC0573941,Miworkspace Software Request ArcGIS Desktop Version 10.3.1,"
ArcGIS 10.3.1 has been installed on your computer. Let us know if we can be of any further assistance.

-Jacob Maitland","Timothy is requesting ArcGIS for his desktop.

It is an ITAM covered piece of software and packaged in Config-o-Matic"
INC0568928,Miworkspace Software Request: Git,"
Git has been installed. Let us know if we can be of any further assistance.

-Jacob Maitland","Requester Name: Kayla Ondracek
Date Needed: Unknown
Department Name:  ULIB
Computer Name: M-C02Q53UFFVH6
Full Name of Software (including company name if known): Git
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)


NOTES
Recommend MiApps for short term software needs. 
Does user have software or requesting to download freeware from internet?: Before installing any freeware, do a thorough check to ensure it is not malware.
Comments: If known, include the location of media and the link to media."
INC0569835,Miworkspace Software Request MovieMaker,Installed Movie Maker,"Requester Name: Vijay Patel``
Date Needed: Unknown
Department Name:  Procurement
Unit:  FIN
Computer Name: M-40TPDQ1
Location of Machine: (If not same as caller): 7042 -29 Woto
Full Name of Software (including company name if known): MovieMaker
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)


NOTES
Recommend MiApps for short term software needs. 
Does user have software or requesting to download freeware from internet?: Before installing any freeware, do a thorough check to ensure it is not malware.
Comments: If known, include the location of media and the link to media."
INC0569001,Miworkspace Software Request: Graphpad prism,Installed Graphpad Prism,"Requester Name: Haiyan Wang
Date Needed: Unknown
Department Name:  KINES
Computer Name: Unknown
Location of Machine: (If not same as caller): KINES BLDG
Full Name of Software (including company name if known):  Graphpad prism
Software Version: Unknown

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)


NOTES
Recommend MiApps for short term software needs. 
Does user have software or requesting to download freeware from internet?: Before installing any freeware, do a thorough check to ensure it is not malware.
Comments: If known, include the location of media and the link to media."
INC0569803,Miworkspace Software Request Microsoft Visio 2013 ,Software was pushed successfully.,"Requester Name: Joe Marinaro
Date Needed: Unknown
Department Name:  ITS
Computer Name: M-5CG4320QPJ
Location of Machine: 3025E - ADMINISTRATIVE SERVICES
Full Name of Software (including company name if known): MS Visio
Software Version: 2013

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)


NOTES
Recommend MiApps for short term software needs. 
Does user have software or requesting to download freeware from internet?: Before installing any freeware, do a thorough check to ensure it is not malware.
Comments: If known, include the location of media and the link to media."
INC0568881,Miworkspace Software Request Skitch Download,"
Joe,

Sure thing.  Let us know if you change your mind and would like to have software installed on your machine.

Best,
-Peter Schwankl","Requester Name: Joseph Ryan
Date Needed: Unknown
Department Name:  SSW
Computer Name: M-H27YKN1
Location of Machine: 3834 SSW
Full Name of Software (including company name if known): Skitch
Software Version: Unknown

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)


NOTES
Recommend MiApps for short term software needs. 
Does user have software or requesting to download freeware from internet?: Before installing any freeware, do a thorough check to ensure it is not malware.
Comments: If known, include the location of media and the link to media."
INC0567151,Miworkspace Software Request: MS PROJECT,MS Project 2013 is now installed,"Requester Name: David Sterling
Date Needed: Unknown
Department Name:  ITS
Computer Name: M-CNU412D5M6
Location of Machine: 1011 ASB
Full Name of Software (including company name if known):MS Project
Software Version: (If any): Latest Version

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)


NOTES
Recommend MiApps for short term software needs. 
Does user have software or requesting to download freeware from internet?: Before installing any freeware, do a thorough check to ensure it is not malware.
Comments: If known, include the location of media and the link to media."
INC0567206,Miworkspace Software Request Keynote,"Hi Justin,
I have added iWorks to the software list for your computer. You can pull the installation by going to the Managed Software Center, from the ITS icon in the right menu, then selecting the Updates button.
Please let me know if you have any problems with this.
Thanks!
Jim","Requester Name: Justin Schell
Date Needed: Unknown
Department Name:  ULIB
Computer Name: M-C1MPW5V1G944
Location of Machine: Shapiro
Full Name of Software (including company name if known):Keynote
Software Version: (If any)

FOR MULTIPLE USER INSTALLS ONLY 
Employee Names:
Uniqnames: 
Computer Names: (Configuration Item)


NOTES
Recommend MiApps for short term software needs. 
Does user have software or requesting to download freeware from internet?: Before installing any freeware, do a thorough check to ensure it is not malware.
Comments: If known, include the location of media and the link to media."
